,recency_days,frequency,total_amount
26568,2123.0,1.0,140.07
26569,1980.0,1.0,61.84
26570,1978.0,1.0,92.99
26571,1837.0,1.0,115.07
26572,1707.0,1.0,214.48
26573,2048.0,1.0,99.95
26574,1913.0,1.0,371.18
26575,1972.0,1.0,91.96
26576,1867.0,2.0,299.44000000000005
26577,1921.0,1.0,29.6
26578,1994.0,1.0,106.16
26579,1918.0,1.0,38.17
26580,1757.0,1.0,39.48
26581,1893.0,1.0,155.14
26582,2234.0,1.0,51.42
26583,2141.0,1.0,160.67
26584,1975.0,1.0,143.71
26585,2164.0,1.0,235.2
26586,1812.0,1.0,119.66
26587,1739.0,1.0,155.98
26588,2204.0,1.0,31.51
26589,2032.0,1.0,14.78
26590,1759.0,1.0,37.69
26591,2027.0,1.0,253.05
26592,1755.0,1.0,59.37
26593,1785.0,1.0,679.6
26594,1990.0,1.0,94.4
26595,2070.0,1.0,85.23
26596,1776.0,1.0,313.11
26597,1856.0,1.0,166.92
26598,2028.0,1.0,105.29
26599,2084.0,1.0,97.37
26600,1722.0,1.0,79.93
26601,1769.0,1.0,169.3
26602,1944.0,1.0,65.43
26603,1776.0,1.0,68.43
26604,2037.0,1.0,127.92
26605,1939.0,1.0,105.29
26606,1878.0,1.0,545.08
26607,1734.0,1.0,113.33
26608,1820.0,1.0,113.59
26609,1823.0,1.0,172.13
26610,1959.0,1.0,287.42
26611,2255.0,1.0,54.01
26612,1724.0,1.0,158.75
26613,1715.0,1.0,76.64
26614,1872.0,1.0,242.59
26615,1732.0,1.0,60.26
26616,1905.0,1.0,86.8
26617,1898.0,1.0,69.82
26618,1977.0,1.0,169.37
26619,1830.0,1.0,57.34
26620,1962.0,1.0,64.1
26621,1964.0,1.0,52.78
26622,1764.0,1.0,93.83
26623,1803.0,1.0,499.04
26624,1979.0,1.0,476.16
26625,2078.0,1.0,256.33
26626,1912.0,1.0,74.07
26627,1741.0,1.0,35.14
26628,1964.0,1.0,70.14
26629,1933.0,1.0,68.89
26630,2388.0,1.0,55.62
26631,2102.0,1.0,94.25
26632,1707.0,1.0,97.99
26633,1910.0,1.0,44.59
26634,1837.0,1.0,150.37
26635,1853.0,2.0,42.47
26636,1973.0,1.0,32.63
26637,1887.0,1.0,47.59
26638,1970.0,1.0,86.53
26639,1842.0,1.0,74.99
26640,1776.0,1.0,117.36
26641,2144.0,1.0,112.82
26642,1835.0,1.0,68.23
26643,1977.0,1.0,359.85
26644,1957.0,1.0,39.6
26645,1737.0,1.0,145.91
26646,1974.0,1.0,41.95
26647,1870.0,1.0,95.0
26648,1770.0,1.0,79.61
26649,2063.0,1.0,96.71
26650,1994.0,1.0,64.28
26651,1864.0,1.0,200.21
26652,1938.0,1.0,165.8
26653,1715.0,1.0,208.55
26654,1795.0,1.0,173.63
26655,1777.0,1.0,1312.1999999999998
26656,2002.0,1.0,312.1
26657,1722.0,1.0,58.0
26658,2114.0,1.0,294.76
26659,1778.0,1.0,73.4
26660,2042.0,1.0,700.89
26661,1810.0,1.0,84.48
26662,1711.0,1.0,40.27
26663,1922.0,1.0,69.71
26664,1765.0,1.0,77.22
26665,1804.0,1.0,89.17
26666,2192.0,1.0,975.28
26667,2195.0,1.0,150.01
26668,1885.0,1.0,710.48
26669,1988.0,1.0,73.03
26670,1950.0,1.0,56.4
26671,1815.0,1.0,96.41
26672,1967.0,1.0,66.62
26673,1929.0,1.0,62.91
26674,1756.0,1.0,180.21
26675,1794.0,1.0,65.19
26676,2247.0,1.0,87.62
26677,2257.0,1.0,749.99
26678,1719.0,1.0,48.21
26679,2231.0,1.0,230.78
26680,2058.0,1.0,366.64
26681,1828.0,1.0,772.08
26682,1890.0,1.0,78.48
26683,2064.0,1.0,195.91
26684,1974.0,1.0,194.48
26685,1939.0,1.0,424.87
26686,2229.0,1.0,65.89
26687,1868.0,1.0,48.54
26688,2263.0,1.0,478.33
26689,1832.0,1.0,96.43
26690,1919.0,1.0,104.96
26691,1734.0,1.0,51.41
26692,1897.0,1.0,96.01
26693,2085.0,1.0,49.69
26694,2051.0,1.0,221.98
26695,1895.0,1.0,314.84
26696,2212.0,1.0,84.81
26697,2290.0,1.0,190.28
26698,1902.0,1.0,287.64
26699,1919.0,1.0,104.59
26700,1733.0,1.0,67.57
26701,1943.0,1.0,421.02
26702,1994.0,1.0,66.6
26703,2271.0,1.0,953.84
26704,2031.0,1.0,46.05
26705,1708.0,1.0,504.76
26706,1713.0,1.0,123.1
26707,1813.0,1.0,168.06
26708,1969.0,1.0,80.1
26709,2090.0,1.0,1022.76
26710,2125.0,1.0,276.12
26711,1884.0,1.0,28.01
26712,1899.0,1.0,114.42
26713,1864.0,1.0,109.66
26714,1899.0,1.0,92.99
26715,1905.0,1.0,827.66
26716,2153.0,1.0,152.61
26717,1889.0,1.0,173.27
26718,1848.0,1.0,233.83
26719,1876.0,1.0,165.94
26720,2065.0,1.0,161.69
26721,1843.0,1.0,212.72
26722,1923.0,1.0,139.61
26723,2121.0,1.0,30.1
26724,1974.0,1.0,31.77
26725,2177.0,1.0,69.03
26726,2037.0,1.0,105.01
26727,1823.0,1.0,243.26
26728,1832.0,1.0,47.05
26729,2177.0,1.0,94.3
26730,1970.0,1.0,56.01
26731,2223.0,1.0,75.11
26732,2114.0,1.0,81.72
26733,2042.0,1.0,373.73
26734,2220.0,1.0,758.24
26735,2000.0,1.0,194.63
26736,1816.0,1.0,65.83
26737,1932.0,1.0,142.48
26738,1904.0,1.0,87.96
26739,2176.0,1.0,43.8
26740,1772.0,1.0,813.2
26741,2142.0,1.0,135.86
26742,2102.0,1.0,354.24
26743,1969.0,1.0,109.92
26744,1878.0,1.0,102.03
26745,1817.0,1.0,68.35
26746,1922.0,1.0,102.64
26747,1868.0,1.0,96.49
26748,1975.0,1.0,68.61
26749,1741.0,1.0,194.97
26750,2084.0,1.0,46.84
26751,1735.0,1.0,73.62
26752,2003.0,1.0,190.43
26753,1707.0,1.0,118.35
26754,2153.0,1.0,192.0
26755,2017.0,1.0,212.59
26756,1765.0,1.0,30.06
26757,2169.0,1.0,102.03
26758,1807.0,1.0,205.31
26759,1954.0,1.0,143.32
26760,2168.0,1.0,153.72
26761,1911.0,1.0,46.84
26762,2092.0,1.0,33.78
26763,2077.0,1.0,29.38
26764,2045.0,1.0,74.16
26765,1996.0,1.0,623.34
26766,2188.0,1.0,983.39
26767,1713.0,1.0,52.84
26768,2050.0,1.0,40.85
26769,2028.0,1.0,50.0
26770,2112.0,1.0,225.99
26771,1831.0,1.0,32.38
26772,1744.0,2.0,142.6
26773,2016.0,1.0,218.35
26774,1977.0,1.0,40.89
26775,1987.0,1.0,35.88
26776,1811.0,1.0,1305.51
26777,1887.0,1.0,117.65
26778,1817.0,1.0,44.25
26779,1730.0,1.0,419.98
26780,2098.0,1.0,210.09
26781,1783.0,1.0,84.44
26782,1803.0,1.0,42.69
26783,1708.0,1.0,39.22
26784,2032.0,1.0,63.44
26785,1880.0,1.0,37.9
26786,1718.0,1.0,181.93
26787,1910.0,1.0,111.8
26788,1880.0,1.0,352.55
26789,1978.0,1.0,66.67
26790,2090.0,1.0,931.57
26791,2082.0,1.0,306.28
26792,2047.0,1.0,113.62
26793,1716.0,1.0,19.26
26794,2165.0,1.0,94.3
26795,1737.0,1.0,48.21
26796,1767.0,1.0,113.69
26797,1724.0,1.0,114.91
26798,2147.0,1.0,309.99
26799,2104.0,1.0,147.15
26800,1780.0,1.0,233.09
26801,1717.0,1.0,176.2
26802,1856.0,1.0,19.64
26803,2254.0,1.0,50.3
26804,2229.0,1.0,75.53
26805,2082.0,1.0,156.33
26806,2023.0,1.0,76.8
26807,2281.0,1.0,394.52
26808,1900.0,1.0,98.37
26809,1794.0,1.0,54.96
26810,1776.0,1.0,73.32
26811,2064.0,1.0,59.05
26812,1715.0,1.0,80.3
26813,2051.0,1.0,118.93
26814,1812.0,1.0,37.61
26815,2039.0,1.0,99.95
26816,1944.0,1.0,448.44
26817,1908.0,1.0,166.29
26818,2059.0,1.0,90.19
26819,1782.0,1.0,124.7
26820,1864.0,1.0,69.15
26821,1877.0,1.0,109.41
26822,1980.0,1.0,135.6
26823,1754.0,1.0,239.34
26824,1930.0,1.0,142.92
26825,2225.0,1.0,70.02
26826,2060.0,1.0,40.0
26827,1826.0,1.0,335.36
26828,1725.0,1.0,384.45
26829,2134.0,1.0,410.03
26830,1800.0,1.0,261.68
26831,1960.0,1.0,558.92
26832,1976.0,1.0,45.0
26833,1929.0,1.0,105.38
26834,2244.0,1.0,294.9
26835,1861.0,1.0,114.53
26836,1809.0,1.0,218.27
26837,1943.0,1.0,59.01
26838,1944.0,1.0,37.02
26839,1792.0,1.0,952.2
26840,1736.0,1.0,161.01
26841,1782.0,1.0,75.29
26842,1979.0,1.0,186.82
26843,1814.0,1.0,68.46
26844,2099.0,1.0,56.84
26845,1893.0,1.0,306.64
26846,2036.0,1.0,84.05
26847,1803.0,1.0,31.03
26848,2073.0,1.0,155.9
26849,1932.0,1.0,39.0
26850,1786.0,1.0,350.19
26851,1829.0,1.0,74.41
26852,1839.0,1.0,89.62
26853,2135.0,1.0,636.74
26854,1884.0,1.0,169.49
26855,1930.0,1.0,289.51
26856,1920.0,1.0,44.1
26857,1863.0,1.0,26.86
26858,1740.0,1.0,42.6
26859,1735.0,1.0,83.32
26860,1939.0,1.0,35.4
26861,2196.0,1.0,645.07
26862,2018.0,1.0,79.19
26863,1977.0,1.0,1066.72
26864,1868.0,1.0,157.85
26865,2102.0,1.0,64.1
26866,1927.0,1.0,71.04
26867,1961.0,1.0,115.45
26868,1866.0,1.0,120.08
26869,2008.0,1.0,113.44
26870,2154.0,1.0,67.62
26871,1941.0,1.0,913.45
26872,1723.0,1.0,237.63
26873,2010.0,1.0,103.15
26874,1813.0,1.0,43.37
26875,1722.0,1.0,165.02
26876,2001.0,1.0,621.8
26877,2090.0,1.0,55.79
26878,1977.0,1.0,769.16
26879,2301.0,1.0,24.42
26880,2150.0,1.0,52.38
26881,1728.0,1.0,91.08
26882,1720.0,1.0,167.37
26883,1739.0,1.0,67.58
26884,2079.0,1.0,56.78
26885,1986.0,1.0,45.0
26886,2116.0,1.0,86.64
26887,1831.0,1.0,249.49
26888,1885.0,1.0,335.47
26889,1983.0,2.0,187.4
26890,1787.0,1.0,395.05
26891,2148.0,1.0,48.69
26892,1956.0,1.0,69.24
26893,2171.0,1.0,4605.66
26894,1910.0,1.0,27.68
26895,2256.0,1.0,33.51
26896,2067.0,1.0,754.62
26897,2078.0,1.0,280.08
26898,2136.0,1.0,41.79
26899,1973.0,1.0,36.28
26900,2009.0,1.0,210.92
26901,1710.0,1.0,181.95
26902,2069.0,1.0,42.0
26903,2061.0,1.0,384.88
26904,1929.0,1.0,81.12
26905,1825.0,1.0,42.78
26906,1934.0,1.0,450.53
26907,1778.0,1.0,46.54
26908,2260.0,1.0,61.46
26909,1973.0,1.0,135.08
26910,1918.0,1.0,127.17
26911,1981.0,1.0,55.09
26912,1968.0,1.0,57.62
26913,2251.0,1.0,94.22
26914,1888.0,1.0,87.64
26915,1726.0,1.0,126.23
26916,1873.0,1.0,71.35
26917,2062.0,1.0,144.4
26918,1928.0,1.0,61.05
26919,1707.0,1.0,68.93
26920,1729.0,1.0,32.7
26921,1852.0,1.0,53.38
26922,1937.0,1.0,80.67
26923,2055.0,1.0,29.69
26924,1723.0,1.0,292.26
26925,1871.0,1.0,129.15
26926,1777.0,1.0,233.38
26927,1934.0,1.0,19.33
26928,1867.0,1.0,136.56
26929,1982.0,1.0,88.08
26930,1818.0,1.0,94.67
26931,2089.0,1.0,977.01
26932,1758.0,1.0,166.49
26933,1738.0,1.0,420.02
26934,1756.0,1.0,32.43
26935,1839.0,1.0,198.13
26936,2098.0,1.0,99.22
26937,1866.0,1.0,56.43
26938,1708.0,1.0,126.78
26939,1749.0,1.0,91.53
26940,1861.0,1.0,98.54
26941,2052.0,1.0,54.0
26942,1954.0,1.0,75.88
26943,2121.0,1.0,105.38
26944,1798.0,1.0,422.48
26945,2046.0,1.0,121.0
26946,1909.0,1.0,166.71
26947,1727.0,1.0,239.6
26948,2097.0,1.0,97.87
26949,1977.0,1.0,51.75
26950,1877.0,1.0,71.82
26951,1803.0,1.0,47.38
26952,1933.0,1.0,249.41
26953,2153.0,1.0,54.1
26954,1747.0,1.0,22.79
26955,2281.0,1.0,139.53
26956,2006.0,1.0,101.73
26957,2112.0,1.0,65.79
26958,1880.0,1.0,127.54
26959,2125.0,1.0,225.94
26960,2024.0,1.0,528.62
26961,1747.0,1.0,722.8
26962,2070.0,1.0,109.27
26963,2037.0,1.0,163.79
26964,2033.0,1.0,69.33
26965,1897.0,1.0,155.73
26966,2070.0,1.0,87.61
26967,1975.0,1.0,53.0
26968,1973.0,1.0,117.14
26969,1742.0,1.0,122.76
26970,1978.0,1.0,42.0
26971,2050.0,1.0,212.59
26972,2086.0,1.0,123.14
26973,1987.0,1.0,578.42
26974,1861.0,1.0,222.68
26975,1821.0,1.0,159.85
26976,2140.0,1.0,931.95
26977,1713.0,1.0,66.22
26978,1995.0,1.0,59.650000000000006
26979,1841.0,1.0,91.42
26980,1849.0,1.0,348.32
26981,1859.0,1.0,160.14
26982,2090.0,1.0,72.99
26983,2391.0,1.0,150.46
26984,1752.0,1.0,2079.14
26985,1839.0,1.0,43.94
26986,2182.0,1.0,239.81
26987,1912.0,1.0,109.41
26988,2111.0,1.0,128.04
26989,1817.0,1.0,119.67
26990,2163.0,1.0,183.93
26991,1864.0,1.0,141.74
26992,2094.0,1.0,113.98
26993,1978.0,1.0,107.78
26994,1789.0,1.0,149.32
26995,1722.0,1.0,143.89
26996,2184.0,1.0,77.06
26997,1924.0,1.0,154.88
26998,1743.0,1.0,74.94
26999,1997.0,1.0,328.6
27000,2172.0,1.0,217.64
27001,1807.0,1.0,82.74
27002,2096.0,1.0,170.82
27003,2114.0,1.0,57.28
27004,1875.0,1.0,109.78
27005,1879.0,1.0,47.1
27006,1868.0,1.0,269.53
27007,1909.0,1.0,265.99
27008,1774.0,1.0,58.27
27009,1862.0,1.0,163.89
27010,1863.0,2.0,203.71
27011,1818.0,1.0,81.92
27012,1968.0,1.0,52.37
27013,1828.0,1.0,103.53
27014,1825.0,1.0,171.99
27015,1709.0,1.0,83.05
27016,2007.0,1.0,34.0
27017,1787.0,1.0,83.56
27018,1819.0,1.0,56.39
27019,1838.0,1.0,84.28
27020,1902.0,1.0,341.02
27021,1737.0,1.0,117.79
27022,2114.0,1.0,131.73
27023,2007.0,1.0,29.09
27024,1738.0,1.0,57.6
27025,2006.0,1.0,215.05
27026,1754.0,1.0,87.51
27027,1982.0,1.0,1992.5099999999995
27028,1724.0,1.0,145.0
27029,2206.0,1.0,54.51
27030,1951.0,1.0,413.55
27031,2028.0,1.0,90.88
27032,1889.0,1.0,172.4
27033,2028.0,2.0,586.72
27034,1827.0,1.0,162.9
27035,1703.0,1.0,93.16
27036,2227.0,1.0,308.45
27037,1916.0,1.0,105.29
27038,2016.0,1.0,87.76
27039,1739.0,1.0,422.12
27040,2147.0,1.0,50.01
27041,1939.0,1.0,35.0
27042,1747.0,1.0,39.04
27043,1824.0,1.0,433.46
27044,1732.0,1.0,201.23
27045,2221.0,1.0,60.01
27046,1758.0,1.0,83.76
27047,2165.0,1.0,109.5
27048,2190.0,1.0,40.1
27049,1974.0,1.0,98.79
27050,2104.0,1.0,118.75
27051,1849.0,1.0,1019.99
27052,2060.0,1.0,107.87
27053,1877.0,1.0,34.0
27054,1791.0,1.0,229.04
27055,2197.0,1.0,43.51
27056,2072.0,1.0,79.26
27057,1993.0,1.0,300.32
27058,1726.0,1.0,159.89
27059,1937.0,1.0,157.3
27060,2057.0,1.0,92.57
27061,1832.0,1.0,211.88
27062,1836.0,1.0,47.04
27063,1965.0,1.0,74.8
27064,1873.0,1.0,172.4
27065,2164.0,1.0,169.76
27066,1809.0,1.0,38.13
27067,1974.0,1.0,73.51
27068,2171.0,1.0,28.17
27069,1899.0,1.0,37.09
27070,2098.0,1.0,199.51
27071,1831.0,1.0,42.78
27072,1897.0,1.0,147.97
27073,1812.0,1.0,82.39
27074,1735.0,1.0,138.39
27075,2197.0,1.0,181.64
27076,2274.0,1.0,70.28
27077,1921.0,1.0,154.1
27078,1790.0,1.0,43.88
27079,2198.0,1.0,135.25
27080,1791.0,1.0,35.13
27081,1945.0,1.0,122.04
27082,2392.0,1.0,74.59
27083,1865.0,2.0,2999.5799999999995
27084,1793.0,1.0,34.22
27085,1975.0,2.0,693.24
27086,1923.0,1.0,106.38
27087,2017.0,1.0,65.48
27088,2058.0,1.0,80.43
27089,1975.0,1.0,36.09
27090,2065.0,1.0,124.51
27091,1706.0,1.0,132.49
27092,1898.0,1.0,63.27
27093,1968.0,1.0,116.36
27094,1729.0,1.0,92.2
27095,1824.0,1.0,48.19
27096,1730.0,1.0,101.36
27097,2268.0,1.0,251.28
27098,1712.0,1.0,306.32
27099,2261.0,1.0,165.29
27100,1806.0,1.0,194.53
27101,2263.0,1.0,210.48
27102,1733.0,1.0,132.8
27103,2044.0,1.0,3998.72
27104,1750.0,1.0,201.78
27105,2205.0,1.0,176.66
27106,1754.0,1.0,32.69
27107,2016.0,1.0,69.93
27108,1978.0,1.0,352.55
27109,1858.0,1.0,102.85
27110,1719.0,1.0,62.91
27111,1973.0,1.0,92.57
27112,2002.0,1.0,446.0
27113,2014.0,1.0,235.4
27114,2216.0,1.0,30.95
27115,1719.0,1.0,123.34
27116,1849.0,1.0,98.16
27117,2062.0,1.0,35.74
27118,2232.0,1.0,122.77
27119,1836.0,1.0,118.48
27120,1908.0,1.0,1369.63
27121,1965.0,1.0,139.72
27122,2228.0,1.0,598.68
27123,1950.0,1.0,73.03
27124,1972.0,1.0,71.14
27125,2045.0,1.0,97.87
27126,1936.0,1.0,101.39
27127,1958.0,1.0,415.78
27128,2183.0,1.0,66.04
27129,2146.0,1.0,99.25
27130,1906.0,1.0,102.96
27131,2040.0,1.0,40.11
27132,1781.0,1.0,166.2
27133,1761.0,1.0,65.49
27134,1978.0,1.0,30.0
27135,1963.0,1.0,190.48
27136,2018.0,1.0,45.78
27137,1859.0,1.0,197.8
27138,1839.0,1.0,155.98
27139,2001.0,1.0,828.9
27140,1883.0,1.0,769.99
27141,1722.0,1.0,314.43
27142,1910.0,1.0,28.0
27143,2394.0,1.0,214.98
27144,2014.0,1.0,220.79
27145,1883.0,1.0,139.62
27146,2091.0,1.0,106.29
27147,1739.0,1.0,47.3
27148,1862.0,1.0,308.57
27149,1915.0,1.0,155.26
27150,2190.0,1.0,34.51
27151,1833.0,1.0,237.59
27152,1915.0,1.0,138.36
27153,1870.0,1.0,32.76
27154,1957.0,2.0,115.7
27155,1805.0,1.0,106.19
27156,2176.0,1.0,125.42
27157,1741.0,1.0,224.13
27158,1730.0,1.0,37.37
27159,1803.0,1.0,216.83
27160,1726.0,1.0,67.44
27161,1904.0,1.0,114.44
27162,1778.0,1.0,141.63
27163,1803.0,1.0,92.9
27164,1953.0,1.0,56.37
27165,1871.0,1.0,285.91
27166,2009.0,1.0,94.35
27167,1771.0,1.0,32.23
27168,1722.0,1.0,111.78
27169,1973.0,1.0,457.72
27170,1917.0,1.0,103.86
27171,1961.0,1.0,36.75
27172,1978.0,1.0,304.7
27173,1894.0,1.0,92.9
27174,1974.0,1.0,75.16
27175,2273.0,1.0,79.04
27176,1829.0,1.0,61.86
27177,1889.0,1.0,29.77
27178,1948.0,1.0,195.12
27179,2048.0,1.0,103.55
27180,1931.0,1.0,226.9
27181,1915.0,1.0,40.78
27182,1770.0,1.0,51.07
27183,2117.0,1.0,265.98
27184,1856.0,1.0,124.25
27185,1978.0,1.0,68.63
27186,2169.0,1.0,71.63
27187,1925.0,1.0,27.09
27188,1954.0,1.0,264.54
27189,1920.0,1.0,128.24
27190,2138.0,1.0,29.45
27191,1710.0,1.0,19.29
27192,2210.0,1.0,29.95
27193,2101.0,1.0,56.34
27194,1978.0,1.0,46.78
27195,1807.0,1.0,169.51
27196,1936.0,2.0,2381.54
27197,1744.0,1.0,52.84
27198,1905.0,1.0,36.0
27199,2092.0,1.0,171.4
27200,1859.0,1.0,167.92
27201,1804.0,1.0,61.05
27202,1869.0,1.0,1037.79
27203,2023.0,1.0,27.68
27204,2227.0,1.0,114.48
27205,1799.0,1.0,57.19
27206,1832.0,1.0,46.39
27207,2131.0,1.0,53.37
27208,1868.0,1.0,148.99
27209,2149.0,2.0,145.3
27210,2099.0,2.0,70.18
27211,1863.0,1.0,190.7
27212,2003.0,1.0,114.89
27213,1756.0,1.0,70.27
27214,1988.0,1.0,55.0
27215,2079.0,1.0,37.69
27216,2156.0,1.0,299.36
27217,1825.0,1.0,66.96
27218,1932.0,1.0,134.19
27219,1785.0,1.0,297.36
27220,1848.0,1.0,82.33
27221,1721.0,1.0,130.4
27222,2187.0,1.0,304.52
27223,2244.0,1.0,372.27
27224,1972.0,1.0,48.69
27225,1875.0,1.0,55.09
27226,1943.0,1.0,206.68
27227,1880.0,1.0,57.68
27228,2104.0,1.0,7956.2
27229,1779.0,1.0,25.97
27230,2008.0,1.0,34.71
27231,1735.0,1.0,84.44
27232,2117.0,1.0,852.12
27233,1867.0,1.0,342.07
27234,2148.0,1.0,162.86
27235,2038.0,1.0,47.79
27236,1729.0,1.0,133.4
27237,1739.0,1.0,45.3
27238,2105.0,1.0,227.27
27239,1941.0,1.0,78.79
27240,1801.0,1.0,203.67
27241,1985.0,1.0,75.35
27242,2087.0,1.0,105.86
27243,1807.0,1.0,47.61
27244,2113.0,1.0,133.76
27245,1906.0,1.0,76.78
27246,1783.0,1.0,370.23
27247,1706.0,1.0,22.29
27248,1756.0,1.0,79.14
27249,1970.0,1.0,298.2
27250,2220.0,1.0,112.27
27251,2229.0,1.0,97.2
27252,1859.0,1.0,118.58
27253,1855.0,1.0,162.37
27254,1848.0,1.0,196.52
27255,1823.0,1.0,47.94
27256,1759.0,1.0,97.34
27257,1800.0,1.0,118.53
27258,1814.0,1.0,202.76
27259,1854.0,1.0,670.51
27260,1870.0,1.0,252.96
27261,2049.0,1.0,87.76
27262,1987.0,1.0,405.4
27263,1807.0,1.0,218.98
27264,1722.0,1.0,244.98
27265,1877.0,1.0,82.68
27266,1739.0,1.0,237.43
27267,2197.0,1.0,115.9
27268,1712.0,1.0,217.59
27269,1928.0,1.0,126.23
27270,1725.0,1.0,101.85
27271,1985.0,1.0,303.39
27272,1958.0,1.0,105.16
27273,1895.0,1.0,105.29
27274,2098.0,1.0,87.71
27275,1923.0,1.0,22.77
27276,1994.0,1.0,72.99
27277,2143.0,2.0,40.56
27278,2211.0,1.0,70.46
27279,2048.0,1.0,78.62
27280,2119.0,1.0,94.06
27281,1749.0,1.0,373.23
27282,1811.0,1.0,101.15
27283,1812.0,1.0,72.18
27284,2069.0,1.0,52.68
27285,1770.0,1.0,113.43
27286,2024.0,1.0,214.14
27287,1882.0,1.0,221.81
27288,2226.0,1.0,145.01
27289,1910.0,1.0,205.07
27290,1870.0,1.0,118.82
27291,2096.0,1.0,761.88
27292,1925.0,1.0,1176.48
27293,2070.0,1.0,126.0
27294,2058.0,2.0,529.56
27295,2137.0,1.0,2026.54
27296,1893.0,1.0,47.77
27297,1952.0,1.0,135.46
27298,1928.0,1.0,162.55
27299,1817.0,1.0,219.52
27300,1791.0,1.0,124.82
27301,2156.0,1.0,181.68
27302,1843.0,2.0,1189.34
27303,2132.0,1.0,111.02
27304,2185.0,1.0,130.75
27305,1711.0,1.0,45.69
27306,1873.0,1.0,203.08
27307,2040.0,1.0,137.99
27308,1849.0,1.0,31.96
27309,2157.0,1.0,187.56
27310,1819.0,2.0,1070.8
27311,2032.0,1.0,168.29
27312,2114.0,1.0,43.14
27313,2124.0,1.0,171.22
27314,1960.0,1.0,38.2
27315,1845.0,1.0,224.87
27316,2113.0,1.0,187.44
27317,1890.0,1.0,165.8
27318,1984.0,1.0,29.75
27319,2073.0,2.0,949.84
27320,1785.0,1.0,125.77
27321,2273.0,1.0,152.43
27322,1840.0,1.0,81.81
27323,1847.0,1.0,153.84
27324,1920.0,1.0,87.45
27325,1827.0,1.0,171.0
27326,1818.0,1.0,242.23
27327,1999.0,1.0,105.28
27328,2239.0,1.0,101.14
27329,2048.0,1.0,991.55
27330,1975.0,1.0,75.68
27331,1768.0,1.0,235.03
27332,1915.0,1.0,115.45
27333,1867.0,1.0,60.23
27334,1909.0,1.0,87.86
27335,2183.0,1.0,67.96
27336,2042.0,1.0,77.57
27337,1900.0,1.0,130.94
27338,2224.0,1.0,121.4
27339,1795.0,1.0,162.21
27340,1930.0,1.0,35.0
27341,2244.0,1.0,95.17
27342,1806.0,1.0,247.51
27343,2196.0,1.0,244.52
27344,1715.0,1.0,67.52
27345,1808.0,1.0,42.61
27346,1991.0,1.0,438.45
27347,1721.0,1.0,37.83
27348,2222.0,1.0,220.6
27349,2127.0,1.0,244.31
27350,2000.0,1.0,114.44
27351,1925.0,1.0,233.44
27352,2209.0,1.0,442.92
27353,1773.0,1.0,640.8
27354,1871.0,1.0,33.37
27355,1785.0,1.0,84.66
27356,1765.0,1.0,115.65
27357,2177.0,1.0,258.9
27358,2283.0,1.0,200.45
27359,1921.0,1.0,99.33
27360,1801.0,1.0,68.13
27361,1838.0,1.0,87.16
27362,1867.0,1.0,107.19
27363,1722.0,1.0,118.19
27364,2041.0,1.0,77.57
27365,2087.0,1.0,403.27
27366,2094.0,1.0,31.77
27367,1741.0,1.0,55.26
27368,1868.0,1.0,279.65
27369,1903.0,1.0,79.24
27370,1971.0,1.0,65.17
27371,1862.0,1.0,43.29
27372,1986.0,1.0,73.34
27373,1812.0,1.0,118.53
27374,2022.0,1.0,100.86
27375,1778.0,1.0,35.68
27376,1764.0,1.0,187.56
27377,1859.0,1.0,77.29
27378,2044.0,1.0,35.0
27379,2139.0,1.0,105.38
27380,2170.0,1.0,42.0
27381,1984.0,1.0,28.09
27382,1963.0,1.0,196.01
27383,2268.0,1.0,326.24
27384,1975.0,1.0,45.01
27385,1985.0,1.0,135.08
27386,2018.0,2.0,565.88
27387,1877.0,1.0,178.03
27388,1869.0,1.0,156.91
27389,2165.0,1.0,57.53
27390,1739.0,1.0,39.06
27391,1806.0,1.0,551.88
27392,1762.0,1.0,46.2
27393,1882.0,1.0,123.77
27394,2211.0,1.0,82.12
27395,1938.0,1.0,163.24
27396,1833.0,1.0,83.57
27397,2063.0,1.0,182.59
27398,1903.0,1.0,128.72
27399,1902.0,1.0,53.69
27400,2106.0,1.0,69.84
27401,1854.0,1.0,284.24
27402,1736.0,1.0,49.02
27403,1749.0,1.0,137.93
27404,1809.0,1.0,267.04
27405,1903.0,1.0,249.62
27406,2073.0,1.0,57.27
27407,1835.0,1.0,54.72
27408,2074.0,1.0,136.27
27409,2089.0,1.0,95.67
27410,2186.0,1.0,182.91
27411,2128.0,1.0,36.72
27412,1837.0,1.0,35.38
27413,1884.0,1.0,135.49
27414,1925.0,1.0,360.76
27415,2055.0,1.0,130.81
27416,1734.0,1.0,960.75
27417,1998.0,1.0,88.72
27418,1977.0,1.0,288.32
27419,1825.0,1.0,563.74
27420,1867.0,1.0,317.97
27421,1719.0,1.0,69.33
27422,2232.0,1.0,88.84
27423,1820.0,1.0,59.3
27424,2276.0,1.0,43.89
27425,1850.0,1.0,108.65
27426,2059.0,1.0,72.14
27427,1811.0,1.0,103.71
27428,1710.0,1.0,67.67
27429,1831.0,1.0,917.2
27430,1943.0,1.0,95.21
27431,1792.0,1.0,80.33
27432,1840.0,1.0,143.55
27433,1851.0,1.0,284.77
27434,1968.0,1.0,188.34
27435,1798.0,1.0,152.41
27436,1938.0,1.0,453.33
27437,2255.0,1.0,209.3
27438,1719.0,1.0,816.89
